
ID_DATE,ID_OFFRE,ID_REGION,NOUVEAUX_ABONNES,ABONNES_ACTIFS,DESABONNEMENTS
20231213,OFF_FREE,REG_NA_US,14,3344,15
20240813,OFF_PREM,REG_AS_JP,5,4578,8
20240701,OFF_FAM,REG_SA_BR,12,178,11
20240708,OFF_FREE,REG_NA_US,9,1410,6
20230117,OFF_DUO,REG_AS_JP,22,523,4
20230303,OFF_DUO,REG_EU_FR,17,1985,5
20240916,OFF_FREE,REG_AS_JP,36,1708,3
20241008,OFF_DUO,REG_EU_FR,17,2634,9
20241015,OFF_FAM,REG_EU_FR,41,2111,3
20240627,OFF_FAM,REG_EU_FR,24,3722,14
20241130,OFF_DUO,REG_EU_FR,44,2354,5
20230321,OFF_DUO,REG_AS_JP,30,4873,6
20240715,OFF_DUO,REG_SA_BR,32,2700,15
20231005,OFF_FAM,REG_SA_BR,45,1467,9
20231129,OFF_FREE,REG_NA_US,41,4267,2
20241205,OFF_DUO,REG_EU_FR,40,3115,15
20230423,OFF_FAM,REG_NA_US,49,4760,9
20230731,OFF_FAM,REG_SA_BR,33,2417,18
20240327,OFF_FAM,REG_SA_BR,6,2121,0
20241114,OFF_PREM,REG_EU_FR,20,3628,6
20230618,OFF_DUO,REG_NA_US,3,2136,11
20230805,OFF_FREE,REG_EU_FR,46,3215,9
20240630,OFF_DUO,REG_NA_US,33,2933,15
20230319,OFF_PREM,REG_NA_US,3,4759,5
20230517,OFF_PREM,REG_EU_FR,44,1195,6
20231211,OFF_FAM,REG_EU_FR,19,422,7
20230619,OFF_FAM,REG_EU_FR,29,2959,2
20240225,OFF_FREE,REG_NA_US,18,3982,19
20241004,OFF_DUO,REG_SA_BR,2,2472,13
20241206,OFF_DUO,REG_AS_JP,20,4862,12
20230419,OFF_FREE,REG_SA_BR,38,1593,14
20240406,OFF_PREM,REG_SA_BR,48,1347,3
20240424,OFF_FAM,REG_SA_BR,34,2242,14
20241115,OFF_FAM,REG_NA_US,3,4703,14
20231209,OFF_DUO,REG_EU_FR,21,4017,0
20230524,OFF_FREE,REG_EU_FR,18,1826,17
20240319,OFF_PREM,REG_SA_BR,10,1781,0
20240203,OFF_DUO,REG_EU_FR,26,3634,18
20231216,OFF_FAM,REG_NA_US,45,2461,18
20241023,OFF_FAM,REG_NA_US,30,1091,2
20230923,OFF_FAM,REG_AS_JP,41,1854,12
20230408,OFF_DUO,REG_EU_FR,13,4450,15
20240202,OFF_PREM,REG_SA_BR,24,3048,13
20240101,OFF_PREM,REG_AS_JP,47,1751,5
20241116,OFF_PREM,REG_SA_BR,5,4986,11
20230403,OFF_DUO,REG_SA_BR,48,276,14
20230809,OFF_FREE,REG_AS_JP,33,4012,12
20230620,OFF_FREE,REG_AS_JP,1,1980,1
20230915,OFF_FAM,REG_AS_JP,20,2868,10
20230601,OFF_DUO,REG_NA_US,15,4658,7
20230611,OFF_FREE,REG_EU_FR,12,1239,18
20240321,OFF_PREM,REG_NA_US,42,891,8
20240402,OFF_PREM,REG_NA_US,36,4849,14
20230829,OFF_DUO,REG_NA_US,14,2578,11
20230624,OFF_PREM,REG_EU_FR,16,1432,19
20230629,OFF_FAM,REG_EU_FR,26,4699,0
20240419,OFF_FREE,REG_AS_JP,42,4349,10
20230813,OFF_FAM,REG_NA_US,48,776,10
20230603,OFF_FAM,REG_NA_US,26,3005,8
20231104,OFF_PREM,REG_SA_BR,22,3006,10
20230709,OFF_DUO,REG_SA_BR,42,1899,2
20240112,OFF_FAM,REG_NA_US,13,2925,16
20230923,OFF_FAM,REG_NA_US,31,1421,12
20230405,OFF_PREM,REG_EU_FR,22,4360,17
20230222,OFF_FAM,REG_NA_US,33,4903,10
20240611,OFF_PREM,REG_AS_JP,45,3519,4
20240416,OFF_FAM,REG_AS_JP,41,1339,14
20240314,OFF_DUO,REG_NA_US,28,940,17
20240321,OFF_FREE,REG_EU_FR,27,4542,9
20240110,OFF_PREM,REG_NA_US,16,2656,6
20230614,OFF_FAM,REG_AS_JP,11,997,5
20240712,OFF_FAM,REG_EU_FR,0,2340,10
20241005,OFF_PREM,REG_NA_US,36,204,0
20241223,OFF_PREM,REG_AS_JP,34,1167,17
20240606,OFF_FAM,REG_SA_BR,11,1276,4
20241006,OFF_PREM,REG_AS_JP,43,387,8
20231116,OFF_PREM,REG_SA_BR,18,2946,12
20231218,OFF_PREM,REG_NA_US,24,1474,18
20240720,OFF_FREE,REG_AS_JP,25,164,14
20240929,OFF_DUO,REG_EU_FR,47,2411,8
20230518,OFF_DUO,REG_NA_US,32,4398,10
20241026,OFF_PREM,REG_SA_BR,15,563,12
20241103,OFF_FREE,REG_AS_JP,23,942,9
20230102,OFF_PREM,REG_SA_BR,24,3703,5
20241022,OFF_FAM,REG_SA_BR,37,4067,10
20230310,OFF_PREM,REG_SA_BR,31,157,9
20240728,OFF_PREM,REG_EU_FR,19,4055,7
20230603,OFF_FREE,REG_AS_JP,34,4853,3
20230401,OFF_FREE,REG_EU_FR,43,2203,4
20231209,OFF_PREM,REG_AS_JP,4,2065,13
20240830,OFF_FAM,REG_EU_FR,0,4719,2
20231201,OFF_FAM,REG_EU_FR,35,4312,19
20240505,OFF_PREM,REG_SA_BR,10,1001,14
20240924,OFF_FREE,REG_NA_US,1,3177,4
20241115,OFF_DUO,REG_AS_JP,28,3614,8
20230429,OFF_FREE,REG_EU_FR,30,2026,15
20241222,OFF_DUO,REG_NA_US,33,2066,16
20231016,OFF_FREE,REG_EU_FR,39,518,12
20240420,OFF_FREE,REG_SA_BR,16,683,0
20230917,OFF_FAM,REG_SA_BR,38,2873,13
20230104,OFF_FREE,REG_AS_JP,30,1684,5
20241115,OFF_PREM,REG_AS_JP,32,4403,11
20230814,OFF_DUO,REG_AS_JP,13,4126,14
20240421,OFF_DUO,REG_SA_BR,29,4496,16
20241213,OFF_FREE,REG_NA_US,25,1981,19
20240805,OFF_FREE,REG_NA_US,49,1502,14
20231208,OFF_FAM,REG_EU_FR,16,2316,19
20240608,OFF_PREM,REG_EU_FR,47,3013,18
20231114,OFF_FAM,REG_AS_JP,0,1833,9
20230722,OFF_FAM,REG_NA_US,49,769,14
20230918,OFF_FREE,REG_EU_FR,36,3287,3
20231229,OFF_DUO,REG_NA_US,38,2997,5
20230313,OFF_FREE,REG_AS_JP,18,2772,9
20240913,OFF_FREE,REG_SA_BR,20,2663,14
20241204,OFF_FAM,REG_NA_US,3,4868,8
20230124,OFF_PREM,REG_NA_US,41,410,2
20230218,OFF_DUO,REG_EU_FR,10,3697,3
20240829,OFF_PREM,REG_EU_FR,26,1940,17
20230418,OFF_PREM,REG_SA_BR,6,2010,13
20230203,OFF_DUO,REG_NA_US,15,4047,12
20241029,OFF_DUO,REG_AS_JP,26,3033,13
20240213,OFF_FAM,REG_NA_US,8,2961,5
20240318,OFF_FAM,REG_AS_JP,33,4712,17
20230512,OFF_PREM,REG_AS_JP,5,1077,7
20241110,OFF_FAM,REG_EU_FR,3,799,17
20230702,OFF_DUO,REG_AS_JP,48,3743,6
20230130,OFF_FAM,REG_SA_BR,1,1977,5
20230826,OFF_FAM,REG_EU_FR,29,3135,6
20240613,OFF_PREM,REG_EU_FR,37,1973,2
20231008,OFF_PREM,REG_NA_US,36,1950,15
20240425,OFF_DUO,REG_EU_FR,12,3839,1
20241206,OFF_FREE,REG_EU_FR,7,992,3
20240524,OFF_PREM,REG_NA_US,10,2480,11
20240904,OFF_PREM,REG_SA_BR,33,1313,5
20241011,OFF_PREM,REG_EU_FR,7,2237,19
20240301,OFF_FAM,REG_NA_US,34,1536,2
20241114,OFF_PREM,REG_NA_US,14,3725,16
20240614,OFF_DUO,REG_AS_JP,21,4808,17
20240831,OFF_FREE,REG_AS_JP,11,2044,12
20230219,OFF_FREE,REG_EU_FR,27,2146,3
20241208,OFF_PREM,REG_EU_FR,27,4278,9
20240608,OFF_DUO,REG_NA_US,31,2539,4
20241001,OFF_PREM,REG_NA_US,28,524,4
20240203,OFF_FAM,REG_EU_FR,36,1963,16
20241128,OFF_PREM,REG_AS_JP,32,1286,14
20240515,OFF_PREM,REG_NA_US,45,4205,11
20230519,OFF_FAM,REG_NA_US,22,367,9
20231119,OFF_FREE,REG_EU_FR,35,3945,9
20241209,OFF_FREE,REG_SA_BR,30,1401,15
20240729,OFF_DUO,REG_EU_FR,46,1072,1
20230130,OFF_DUO,REG_EU_FR,20,2719,6
20230528,OFF_DUO,REG_SA_BR,3,130,2
20240906,OFF_FREE,REG_AS_JP,49,2199,3
20240211,OFF_PREM,REG_NA_US,46,1389,10
20230216,OFF_PREM,REG_AS_JP,23,4139,0
20240213,OFF_PREM,REG_AS_JP,11,4246,11
20240425,OFF_FAM,REG_SA_BR,32,3882,15
20231107,OFF_DUO,REG_AS_JP,40,3031,13
20230402,OFF_PREM,REG_SA_BR,17,4242,9
20230220,OFF_DUO,REG_AS_JP,5,4392,7
20230311,OFF_DUO,REG_NA_US,38,1544,17
20230413,OFF_PREM,REG_AS_JP,24,3178,4
20241129,OFF_FAM,REG_SA_BR,49,3693,17
20240615,OFF_PREM,REG_EU_FR,9,4103,13
20230426,OFF_PREM,REG_NA_US,31,1743,14
20231103,OFF_FREE,REG_SA_BR,37,2077,1
20241204,OFF_PREM,REG_AS_JP,28,1612,4
20230801,OFF_FAM,REG_SA_BR,4,1694,11
20230503,OFF_FAM,REG_NA_US,39,1544,13
20240805,OFF_FAM,REG_EU_FR,12,2005,12
20240404,OFF_DUO,REG_AS_JP,27,1332,0
20230805,OFF_DUO,REG_NA_US,45,2776,0
20231014,OFF_FREE,REG_EU_FR,0,1431,2
20230311,OFF_FAM,REG_EU_FR,16,2182,12
20230127,OFF_FAM,REG_NA_US,10,131,15
20230126,OFF_FREE,REG_AS_JP,29,704,11
20240115,OFF_FREE,REG_NA_US,29,105,17
20241020,OFF_PREM,REG_AS_JP,27,4092,11
20240520,OFF_PREM,REG_SA_BR,44,2935,16
20240424,OFF_FAM,REG_NA_US,33,3891,5
20240821,OFF_FAM,REG_SA_BR,16,2600,13
20230708,OFF_PREM,REG_AS_JP,45,3063,5
20230619,OFF_FAM,REG_EU_FR,49,4432,4
20230705,OFF_PREM,REG_EU_FR,36,625,11
20230602,OFF_FAM,REG_AS_JP,34,1355,17
20230402,OFF_FREE,REG_SA_BR,16,4595,10
20240707,OFF_FREE,REG_AS_JP,7,2405,8
20230418,OFF_FAM,REG_SA_BR,46,4451,9
20230626,OFF_PREM,REG_EU_FR,45,2022,17
20241104,OFF_PREM,REG_SA_BR,1,203,15
20231110,OFF_PREM,REG_AS_JP,19,1320,10
20230309,OFF_DUO,REG_SA_BR,49,860,7
20230315,OFF_FREE,REG_AS_JP,20,3288,19
20231030,OFF_DUO,REG_EU_FR,22,3044,12
20240110,OFF_DUO,REG_SA_BR,2,1884,18
20240414,OFF_FREE,REG_NA_US,9,2758,14
20231024,OFF_DUO,REG_SA_BR,11,4573,0
20231227,OFF_DUO,REG_SA_BR,17,1625,0
20230308,OFF_FAM,REG_SA_BR,16,2432,12
20230228,OFF_PREM,REG_NA_US,47,2210,12
20240430,OFF_FREE,REG_NA_US,36,962,13
20240427,OFF_DUO,REG_EU_FR,25,3231,11
20230930,OFF_FAM,REG_EU_FR,45,3976,18
20240207,OFF_DUO,REG_AS_JP,30,1976,16
20231128,OFF_DUO,REG_AS_JP,36,726,19
20240516,OFF_PREM,REG_NA_US,3,4868,1
20230818,OFF_FAM,REG_AS_JP,7,4251,19
20240706,OFF_FAM,REG_AS_JP,23,1292,5
20230101,OFF_FREE,REG_AS_JP,31,2770,16
20240705,OFF_FREE,REG_NA_US,5,2344,6
20230104,OFF_PREM,REG_AS_JP,17,2914,12
20240707,OFF_FAM,REG_AS_JP,34,396,12
20240221,OFF_PREM,REG_SA_BR,15,427,12
20240807,OFF_FREE,REG_EU_FR,22,1838,13
20231107,OFF_FAM,REG_SA_BR,22,1014,8
20230807,OFF_PREM,REG_NA_US,15,2541,8
20240522,OFF_PREM,REG_AS_JP,25,838,6
20231023,OFF_PREM,REG_SA_BR,28,4698,12
20230327,OFF_DUO,REG_NA_US,27,2900,16
20230522,OFF_PREM,REG_SA_BR,21,3951,15
20230520,OFF_FREE,REG_EU_FR,2,129,11
20240211,OFF_PREM,REG_EU_FR,13,4118,4
20231226,OFF_FREE,REG_SA_BR,10,214,5
20230911,OFF_FREE,REG_NA_US,27,4972,15
20240926,OFF_PREM,REG_EU_FR,24,3764,5
20230811,OFF_DUO,REG_EU_FR,44,2892,3
20240824,OFF_FAM,REG_SA_BR,48,4180,15
20240223,OFF_PREM,REG_SA_BR,30,3807,11
20240514,OFF_PREM,REG_EU_FR,27,4858,15
20231030,OFF_PREM,REG_AS_JP,2,2793,15
20230124,OFF_FREE,REG_SA_BR,43,823,7
20241215,OFF_FAM,REG_NA_US,15,898,17
20240311,OFF_FREE,REG_EU_FR,46,842,15
20240406,OFF_PREM,REG_NA_US,27,268,14
20241015,OFF_DUO,REG_EU_FR,35,4722,2
20230601,OFF_DUO,REG_SA_BR,42,4120,19
20230429,OFF_FREE,REG_EU_FR,27,4629,18
20231002,OFF_FREE,REG_NA_US,13,2361,2
20240410,OFF_FAM,REG_AS_JP,2,3095,11
20241120,OFF_FAM,REG_NA_US,46,2935,1
20231231,OFF_PREM,REG_AS_JP,9,929,19
20230821,OFF_FREE,REG_SA_BR,37,2407,1
20240106,OFF_FAM,REG_AS_JP,0,4175,9
20240224,OFF_DUO,REG_SA_BR,26,3842,11
20240324,OFF_PREM,REG_AS_JP,7,3921,7
20231224,OFF_DUO,REG_EU_FR,33,3700,1
20230919,OFF_PREM,REG_SA_BR,34,286,18
20240509,OFF_FREE,REG_EU_FR,7,355,8
20240104,OFF_PREM,REG_EU_FR,25,2334,6
20240503,OFF_FREE,REG_AS_JP,5,1743,18
20240919,OFF_FAM,REG_NA_US,40,2154,4
20230309,OFF_DUO,REG_EU_FR,43,3532,17
20240806,OFF_FREE,REG_NA_US,12,3407,16
20240525,OFF_FAM,REG_SA_BR,5,3376,4
20240928,OFF_DUO,REG_AS_JP,7,3888,1
20230523,OFF_PREM,REG_EU_FR,10,2554,9
20240721,OFF_PREM,REG_EU_FR,38,146,15
20230917,OFF_DUO,REG_NA_US,15,3865,2
20241229,OFF_DUO,REG_EU_FR,18,1230,0
20240401,OFF_FREE,REG_EU_FR,36,4828,3
20240920,OFF_FREE,REG_NA_US,14,498,4
20231026,OFF_DUO,REG_NA_US,28,195,13
20230802,OFF_PREM,REG_AS_JP,2,2165,8
20230921,OFF_FAM,REG_NA_US,43,2672,0
20231027,OFF_FREE,REG_EU_FR,41,4733,9
20240229,OFF_PREM,REG_AS_JP,31,375,1
20230224,OFF_DUO,REG_SA_BR,38,4399,15
20241128,OFF_DUO,REG_SA_BR,14,2157,13
20230118,OFF_DUO,REG_NA_US,49,3025,9
20231118,OFF_PREM,REG_EU_FR,13,628,0
20241217,OFF_FAM,REG_AS_JP,49,1128,1
20241126,OFF_DUO,REG_SA_BR,18,4094,5
20240402,OFF_FREE,REG_EU_FR,15,865,18
20240724,OFF_DUO,REG_AS_JP,21,4049,10
20240712,OFF_FAM,REG_SA_BR,1,4535,3
20240327,OFF_DUO,REG_EU_FR,2,3776,1
20230701,OFF_DUO,REG_SA_BR,45,3310,4
20240620,OFF_DUO,REG_SA_BR,32,1574,15
20240924,OFF_FAM,REG_NA_US,11,3547,18
20240824,OFF_DUO,REG_AS_JP,37,140,2
20230415,OFF_FAM,REG_EU_FR,28,2165,11
20240719,OFF_FREE,REG_NA_US,43,1181,16
20230513,OFF_DUO,REG_EU_FR,25,509,2
20240525,OFF_PREM,REG_NA_US,31,1278,12
20230627,OFF_DUO,REG_EU_FR,22,4013,15
20231220,OFF_FREE,REG_EU_FR,19,2420,1
20240705,OFF_PREM,REG_SA_BR,25,2667,10
20231203,OFF_DUO,REG_AS_JP,2,3700,15
20230110,OFF_FAM,REG_EU_FR,26,1925,4
20240229,OFF_PREM,REG_AS_JP,19,142,4
20230521,OFF_DUO,REG_NA_US,12,1401,13
20241121,OFF_FAM,REG_SA_BR,46,208,12
20230105,OFF_FAM,REG_AS_JP,7,3409,19
20240209,OFF_FREE,REG_NA_US,12,4817,3
20231104,OFF_FAM,REG_EU_FR,3,3909,9
20241108,OFF_FREE,REG_NA_US,47,3847,15
20240311,OFF_PREM,REG_EU_FR,20,4916,15
20240614,OFF_DUO,REG_NA_US,0,3438,0
20231101,OFF_FREE,REG_EU_FR,6,3249,19
20240113,OFF_PREM,REG_NA_US,30,1679,0
20230319,OFF_FREE,REG_EU_FR,43,4423,15
20230817,OFF_FAM,REG_NA_US,30,2863,13
20240701,OFF_FAM,REG_AS_JP,13,1448,12
20230204,OFF_FREE,REG_EU_FR,41,1077,8
20231130,OFF_DUO,REG_NA_US,22,2836,1
20240411,OFF_PREM,REG_SA_BR,35,1455,17
20231228,OFF_FAM,REG_AS_JP,1,3139,4
20241027,OFF_FAM,REG_AS_JP,8,2126,18
20240216,OFF_DUO,REG_AS_JP,28,2301,10
20240930,OFF_DUO,REG_NA_US,28,1638,8
20230623,OFF_FREE,REG_SA_BR,47,1589,16
20240301,OFF_PREM,REG_AS_JP,12,1658,17
20230518,OFF_FAM,REG_SA_BR,47,111,12
20230808,OFF_FREE,REG_NA_US,1,123,0
20230117,OFF_PREM,REG_AS_JP,25,1399,11
20230116,OFF_PREM,REG_NA_US,36,4948,18
20230620,OFF_FREE,REG_EU_FR,24,2101,14
20240128,OFF_DUO,REG_SA_BR,37,2643,9
20240525,OFF_FAM,REG_EU_FR,8,2957,6
20240119,OFF_PREM,REG_NA_US,12,2365,11
20240523,OFF_FAM,REG_NA_US,30,4875,6
20230424,OFF_FAM,REG_SA_BR,21,2300,8
20240224,OFF_FREE,REG_NA_US,41,3883,10
20230312,OFF_DUO,REG_NA_US,36,3458,16
20241021,OFF_FAM,REG_SA_BR,27,4953,9
20230213,OFF_DUO,REG_NA_US,46,568,7
20231217,OFF_DUO,REG_EU_FR,34,951,19
20241126,OFF_PREM,REG_SA_BR,13,148,7
20230615,OFF_FAM,REG_SA_BR,31,4901,2
20240302,OFF_PREM,REG_NA_US,29,831,19
20231226,OFF_PREM,REG_SA_BR,10,1816,10
20240727,OFF_PREM,REG_SA_BR,2,2687,18
20230613,OFF_PREM,REG_NA_US,2,4964,13
20240429,OFF_FAM,REG_EU_FR,6,919,19
20240918,OFF_FAM,REG_AS_JP,32,2673,4
20241123,OFF_FAM,REG_NA_US,48,4544,10
20240923,OFF_DUO,REG_AS_JP,36,1692,10
20230617,OFF_PREM,REG_NA_US,22,3380,19
20230309,OFF_DUO,REG_SA_BR,12,3653,6
20230614,OFF_PREM,REG_SA_BR,17,4307,17
20230514,OFF_FREE,REG_SA_BR,36,218,8
20241215,OFF_FREE,REG_NA_US,4,3946,6
20230305,OFF_DUO,REG_EU_FR,44,2935,16
20240125,OFF_PREM,REG_SA_BR,47,4459,5
20230426,OFF_PREM,REG_AS_JP,8,1667,15
20240806,OFF_PREM,REG_NA_US,2,2392,6
20230906,OFF_FAM,REG_SA_BR,10,2733,9
20230402,OFF_FREE,REG_NA_US,8,774,6
20240808,OFF_FAM,REG_EU_FR,37,1559,14
20231108,OFF_PREM,REG_EU_FR,17,4523,6
20230814,OFF_FAM,REG_EU_FR,38,758,5
20230721,OFF_FREE,REG_AS_JP,21,582,2
20240115,OFF_FREE,REG_NA_US,32,725,0
20230429,OFF_DUO,REG_AS_JP,47,4651,12
20240423,OFF_DUO,REG_AS_JP,11,1999,7
20240412,OFF_FREE,REG_AS_JP,32,4918,13
20230726,OFF_FAM,REG_AS_JP,20,3062,4
20230323,OFF_PREM,REG_NA_US,16,2136,8
20230218,OFF_DUO,REG_SA_BR,29,1568,16
20231016,OFF_DUO,REG_SA_BR,48,104,10
20231005,OFF_PREM,REG_AS_JP,45,459,1
20230520,OFF_FAM,REG_SA_BR,40,390,14
20230427,OFF_FAM,REG_NA_US,13,1470,6
20230530,OFF_PREM,REG_EU_FR,36,4084,13
20241011,OFF_DUO,REG_EU_FR,1,3085,19
20230820,OFF_PREM,REG_EU_FR,33,1649,13
20231120,OFF_FREE,REG_NA_US,15,699,9
20240422,OFF_FREE,REG_EU_FR,11,4329,11
20230104,OFF_FREE,REG_EU_FR,29,3442,16
20230111,OFF_FAM,REG_EU_FR,13,4752,13
20230829,OFF_FAM,REG_EU_FR,25,2378,7
20230513,OFF_DUO,REG_NA_US,30,2927,8
20230829,OFF_FREE,REG_SA_BR,42,4733,13
20240426,OFF_PREM,REG_NA_US,44,3203,5
20230424,OFF_PREM,REG_SA_BR,16,4665,5
20230519,OFF_PREM,REG_NA_US,38,4069,11
20240329,OFF_DUO,REG_SA_BR,41,4154,8
20230531,OFF_FAM,REG_SA_BR,16,2339,12
20230529,OFF_PREM,REG_NA_US,33,889,11
20231009,OFF_FAM,REG_SA_BR,24,4211,7
20241207,OFF_FAM,REG_AS_JP,18,1928,7
20240715,OFF_DUO,REG_SA_BR,47,3492,15
20230930,OFF_FREE,REG_EU_FR,43,1206,1
20241004,OFF_PREM,REG_SA_BR,17,125,1
20230701,OFF_PREM,REG_SA_BR,28,1348,12
20230905,OFF_PREM,REG_SA_BR,29,1103,4
20240501,OFF_FAM,REG_SA_BR,48,1488,2
20240613,OFF_DUO,REG_NA_US,28,2740,7
20230423,OFF_FAM,REG_AS_JP,13,4224,16
20230319,OFF_PREM,REG_NA_US,10,4725,12
20230429,OFF_FAM,REG_EU_FR,5,2731,17
20230610,OFF_FAM,REG_SA_BR,1,4212,10
20241016,OFF_PREM,REG_EU_FR,30,4677,10
20230617,OFF_DUO,REG_NA_US,20,4204,1
20241219,OFF_PREM,REG_NA_US,22,4027,2
20241121,OFF_FAM,REG_SA_BR,41,500,16
20240207,OFF_PREM,REG_EU_FR,47,3111,7
20230606,OFF_FAM,REG_SA_BR,2,4352,15
20230109,OFF_FAM,REG_NA_US,16,3121,15
20231124,OFF_DUO,REG_AS_JP,7,2806,6
20240813,OFF_FAM,REG_EU_FR,8,4343,18
20240523,OFF_PREM,REG_NA_US,22,2782,10
20231114,OFF_PREM,REG_SA_BR,22,2310,14
20231121,OFF_FAM,REG_SA_BR,49,3920,8
20231015,OFF_DUO,REG_SA_BR,19,4864,12
20230510,OFF_FREE,REG_EU_FR,17,628,9
20230526,OFF_FREE,REG_NA_US,45,2530,8
20230910,OFF_PREM,REG_NA_US,22,3908,1
20231029,OFF_DUO,REG_NA_US,44,783,6
20230917,OFF_FAM,REG_SA_BR,10,2829,16
20231004,OFF_PREM,REG_AS_JP,43,4047,13
20240315,OFF_FREE,REG_EU_FR,31,1820,18
20230521,OFF_FREE,REG_EU_FR,39,2264,11
20230420,OFF_PREM,REG_NA_US,40,1491,2
20230220,OFF_FAM,REG_SA_BR,26,2846,13
20240606,OFF_FAM,REG_NA_US,28,3926,6
20240124,OFF_PREM,REG_EU_FR,47,494,2
20240803,OFF_DUO,REG_EU_FR,30,3430,11
20231015,OFF_FREE,REG_SA_BR,25,138,16
20231023,OFF_DUO,REG_SA_BR,22,2084,7
20230225,OFF_PREM,REG_NA_US,15,1132,2
20240207,OFF_FREE,REG_EU_FR,36,3702,10
20230119,OFF_DUO,REG_AS_JP,47,2111,19
20230426,OFF_FAM,REG_AS_JP,23,287,11
20231002,OFF_PREM,REG_AS_JP,5,216,3
20240528,OFF_PREM,REG_AS_JP,30,1387,5
20240807,OFF_PREM,REG_NA_US,17,1710,8
20240627,OFF_DUO,REG_EU_FR,20,2300,8
20231002,OFF_DUO,REG_SA_BR,28,4555,8
20240327,OFF_FAM,REG_SA_BR,22,2229,4
20240301,OFF_FAM,REG_NA_US,12,1723,19
20240713,OFF_FAM,REG_SA_BR,41,1512,14
20231110,OFF_FAM,REG_NA_US,45,4422,9
20241029,OFF_PREM,REG_SA_BR,37,3437,18
20230608,OFF_DUO,REG_AS_JP,16,383,13
20230513,OFF_DUO,REG_AS_JP,19,3029,13
20240116,OFF_FAM,REG_NA_US,25,1299,14
20231118,OFF_FREE,REG_EU_FR,40,2375,15
20230410,OFF_FAM,REG_SA_BR,26,1090,2
20240115,OFF_FAM,REG_EU_FR,39,2908,7
20240119,OFF_PREM,REG_AS_JP,47,1115,17
20240606,OFF_FAM,REG_NA_US,47,2110,2
20231227,OFF_FREE,REG_EU_FR,17,2827,2
20240118,OFF_DUO,REG_AS_JP,17,4267,5
20240121,OFF_DUO,REG_SA_BR,34,988,3
20230707,OFF_FREE,REG_EU_FR,2,2324,9
20241213,OFF_DUO,REG_AS_JP,7,3799,17
20230218,OFF_FREE,REG_SA_BR,31,4428,15
20240107,OFF_FAM,REG_NA_US,2,849,8
20230125,OFF_DUO,REG_AS_JP,2,3262,7
20241019,OFF_PREM,REG_EU_FR,48,4976,17
20240527,OFF_FAM,REG_AS_JP,23,2585,6
20240607,OFF_DUO,REG_EU_FR,29,4919,14
20240304,OFF_FREE,REG_EU_FR,1,3738,6
20240326,OFF_DUO,REG_AS_JP,14,577,1
20230104,OFF_DUO,REG_SA_BR,43,714,15
20230103,OFF_PREM,REG_AS_JP,38,580,7
20240127,OFF_PREM,REG_EU_FR,11,3196,2
